event,signal,date,second,milisecond,tweek signs,f_signs [kHz],f_min<2kHz
1665,11,20150927_142135,126.pn,324,,,
1665,12,20150927_142135,126.pn,304,,,
1666,1,20150927_141634,83.pn,271,,,
1666,2,20150927_141634,83.pn,250,,,
1666,3,20150927_141634,83.pn,218,,,
1666,4,20150927_141634,83.pn,156,,,
1666,5,20150927_141634,83.pn,190,,,
1666,6,20150927_141634,83.pn,127,,,
1666,7,20150927_141634,83.pn,19,,,
1666,8,20150927_141634,83.pn,445,,,
1666,9,20150927_141634,83.pn,120,,,
1668,1,20160802_164440,107.pn,651,,,
1668,2,20160802_164440,107.pn,731,,,
1668,3,20160802_164440,107.pn,777,,,
1668,4,20160802_164440,107.pn,796,,,
1669,1,20150902_230432,141.pn,702,,,
1669,2,20150902_230432,141.pn,756,,,
1669,3,20150902_230432,141.pn,823,,,
1669,4,20150902_230432,141.pn,890,,,
1669,5,20150902_230432,141.pn,962,,,
1670,1,20180602_210229,85.pn,329,,,
1670,2,20180602_210229,85.pn,239,,,
1670,3,20180602_210229,85.pn,215,2,,
1670,4,20180602_210229,85.pn,81,,,
1671,1,20150914_132212,72.pn,101,,,
1671,2,20150914_132212,72.pn,348,,,
1671,3,20150914_132212,72.pn,416,,,
1671,4,20150914_132212,72.pn,108,,,
1671,5,20150914_132212,72.pn,319,,,
1671,6,20150914_132212,72.pn,478,,,
1671,7,20150914_132212,72.pn,810,,,
1671,8,20150914_132212,72.pn,504,,,
1671,9,20150914_132212,72.pn,778,,,
1671,10,20150914_132212,72.pn,891,,,
1671,11,20150914_132212,72.pn,861,,,
1671,12,20150914_132212,72.pn,974,,,
1671,13,20150914_132212,72.pn,982,,,
1671,14,20150914_132212,72.pn,707,,,
1671,15,20150914_132212,72.pn,569,,,
1671,16,20150914_132212,72.pn,615,,,
1671,17,20150914_132212,72.pn,654,,,
1671,18,20150914_132212,72.pn,641,,,
1671,19,20150914_132212,72.pn,442,,,
1671,20,20150914_132212,72.pn,238,,,
1671,21,20150914_132212,72.pn,223,,,
1671,22,20150914_132212,72.pn,534,,,
1671,23,20150914_132212,72.pn,919,,,
1672,1,20170702_164121,126.pn,604,,,
1673,1,20150914_133213,41.pn,140,,,
1673,2,20150914_133213,41.pn,214,,,
1673,3,20150914_133213,41.pn,434,,,
1673,4,20150914_133213,41.pn,496,,,
1673,5,20150914_133213,41.pn,334,,,
1673,6,20150914_133213,41.pn,513,,,
1673,7,20150914_133213,41.pn,655,,,
1673,8,20150914_133213,41.pn,982,,,
1673,9,20150914_133213,41.pn,942,,,
1673,10,20150914_133213,41.pn,525,,,
1673,11,20150914_133213,41.pn,263,,,
1673,12,20150914_133213,41.pn,559,,,
1673,13,20150914_133213,41.pn,761,,,
1675,1,20170714_152824,37.pn,165,,,
1675,2,20170714_152824,37.pn,111,,,
1675,3,20170714_152824,37.pn,274,,,
1677,1,20170730_172907,88.pn,10,,,
1677,2,20170730_172907,88.pn,46,,,
1677,3,20170730_172907,88.pn,60,,,
1677,4,20170730_172907,88.pn,88,,,
1677,5,20170730_172907,88.pn,100,,,
1677,6,20170730_172907,88.pn,109,,,
1677,7,20170730_172907,88.pn,122,,,
1677,8,20170730_172907,88.pn,172,,,
1677,9,20170730_172907,88.pn,144,,,
1677,10,20170730_172907,88.pn,158,,,
1677,11,20170730_172907,88.pn,214,,,
1677,12,20170730_172907,88.pn,234,,,
1677,13,20170730_172907,88.pn,239,,,
1677,14,20170730_172907,88.pn,260,,,
1677,15,20170730_172907,88.pn,335,,,
1677,16,20170730_172907,88.pn,313,,,
1677,17,20170730_172907,88.pn,289,,,
1677,18,20170730_172907,88.pn,373,,,
1677,19,20170730_172907,88.pn,390,,,
1677,20,20170730_172907,88.pn,404,,,
1677,21,20170730_172907,88.pn,426,,,
1677,22,20170730_172907,88.pn,473,,,
1677,23,20170730_172907,88.pn,502,,,
1677,24,20170730_172907,88.pn,525,,,
1677,25,20170730_172907,88.pn,701,,,
1677,26,20170730_172907,88.pn,714,,,
1677,27,20170730_172907,88.pn,777,,,
1677,28,20170730_172907,88.pn,812,,,
1677,29,20170730_172907,88.pn,787,,,
1677,30,20170730_172907,88.pn,683,,,
1677,31,20170730_172907,88.pn,664,,,
1677,32,20170730_172907,88.pn,964,,,
1678,1,20150914_125211,12.pn,269,,,
1678,2,20150914_125211,12.pn,291,,,
1678,3,20150914_125211,12.pn,257,,,
1678,4,20150914_125211,12.pn,251,,,
1678,5,20150914_125211,12.pn,328,,,
1678,6,20150914_125211,12.pn,343,,,
1679,1,20180614_115846,5.pn,948,,,
1679,2,20180614_115846,5.pn,895,,,
1679,3,20180614_115846,5.pn,694,,,
1679,4,20180614_115846,5.pn,441,,,
1679,5,20180614_115846,5.pn,378,,,
1679,6,20180614_115846,5.pn,274,,,
1679,7,20180614_115846,5.pn,246,,,
1679,8,20180614_115846,5.pn,229,,,
1679,9,20180614_115846,5.pn,211,,,
1679,10,20180614_115846,5.pn,22,,,
1680,1,20150902_231933,5.pn,71,,,
1680,2,20150902_231933,5.pn,241,,,
1680,3,20150902_231933,5.pn,581,,,
1680,4,20150902_231933,5.pn,653,,,
1680,5,20150902_231933,5.pn,708,2,,
1680,6,20150902_231933,5.pn,747,,,
1681,1,20160830_192000,94.pn,807,,,
1681,2,20160830_192000,94.pn,925,,,
1681,3,20160830_192000,94.pn,941,4,,
1681,4,20160830_192000,94.pn,979,3,,
1681,5,20160830_192000,94.pn,364,2,,
1681,6,20160830_192000,94.pn,450,,,
1681,7,20160830_192000,94.pn,331,,,
1682,1,20180629_160854,118.pn,828,,,
1682,2,20180629_160854,118.pn,398,,,
1682,3,20180629_160854,118.pn,316,,,
1682,4,20180629_160854,118.pn,219,,,
1683,1,20150915_185333,40.pn,970,,,
1683,2,20150915_185333,40.pn,806,,,
1683,3,20150915_185333,40.pn,451,,,
1683,4,20150915_185333,40.pn,282,,,
1683,5,20150915_185333,40.pn,164,,,
1683,6,20150915_185333,40.pn,325,,,
1683,7,20150915_185333,40.pn,313,,,
1683,8,20150915_185333,40.pn,140,,,
1683,9,20150915_185333,40.pn,651,,,
1683,10,20150915_185333,40.pn,359,1,,
1684,1,20160814_152226,95.pn,355,,,
1684,2,20160814_152226,95.pn,218,,,
1685,1,20180629_154353,62.pn,67,,,
1685,2,20180629_154353,62.pn,296,,,
1685,3,20180629_154353,62.pn,365,,,
1685,4,20180629_154353,62.pn,324,,,
1685,5,20180629_154353,62.pn,333,,,
1685,6,20180629_154353,62.pn,398,,,
1685,7,20180629_154353,62.pn,540,,,
1685,8,20180629_154353,62.pn,597,,,
1685,9,20180629_154353,62.pn,642,,,
1685,10,20180629_154353,62.pn,616,,,
1685,11,20180629_154353,62.pn,960,,,
1685,12,20180629_154353,62.pn,969,,,
1685,13,20180629_154353,62.pn,878,,,
1685,14,20180629_154353,62.pn,557,,,
1685,15,20180629_154353,62.pn,182,,,
1685,16,20180629_154353,62.pn,92,,,
1686,1,20170715_130419,72.pn,508,,,
1686,2,20170715_130419,72.pn,530,,,
1686,3,20170715_130419,72.pn,499,,,
1686,4,20170715_130419,72.pn,681,,,
1686,5,20170715_130419,72.pn,548,,,
1686,6,20170715_130419,72.pn,561,,,
1687,1,20160802_163940,51.pn,129,,,
1687,2,20160802_163940,51.pn,96,,,
1688,1,20150927_140134,24.pn,489,,,
1688,2,20150927_140134,24.pn,530,,,
1688,3,20150927_140134,24.pn,575,,,
1688,4,20150927_140134,24.pn,697,,,
1688,5,20150927_140134,24.pn,857,,,
1688,6,20150927_140134,24.pn,958,,,
1688,7,20150927_140134,24.pn,990,,,
1688,8,20150927_140134,24.pn,823,,,
1688,9,20150927_140134,24.pn,865,,,
1689,1,20180602_212230,138.pn,78,3,,
1689,2,20180602_212230,138.pn,130,3,,
1689,3,20180602_212230,138.pn,162,3,,
1689,4,20180602_212230,138.pn,227,3,,
1689,5,20180602_212230,138.pn,182,4,,
1689,6,20180602_212230,138.pn,460,3,,
1689,7,20180602_212230,138.pn,530,3,,
1689,8,20180602_212230,138.pn,863,3,,
1690,1,20150914_130211,4.pn,111,,,
1690,2,20150914_130211,4.pn,160,,,
1690,3,20150914_130211,4.pn,169,,,
1690,4,20150914_130211,4.pn,183,,,
1690,5,20150914_130211,4.pn,195,,,
1690,6,20150914_130211,4.pn,273,,,
1690,7,20150914_130211,4.pn,353,,,
1690,8,20150914_130211,4.pn,918,,,
1690,9,20150914_130211,4.pn,876,,,
1691,1,20180602_203228,71.pn,93,,,
1691,2,20180602_203228,71.pn,129,,,
1691,3,20180602_203228,71.pn,154,,,
1691,4,20180602_203228,71.pn,744,,,
1691,5,20180602_203228,71.pn,773,,,
1691,6,20180602_203228,71.pn,834,,,
1691,7,20180602_203228,71.pn,917,,,
1692,1,20180602_212230,138.pn,77,3,,
1692,2,20180602_212230,138.pn,131,3,,
1692,3,20180602_212230,138.pn,161,2,,
1692,4,20180602_212230,138.pn,458,2,,
1693,1,20150914_133213,9.pn,569,,,
1693,2,20150914_133213,9.pn,54,,,
1693,3,20150914_133213,9.pn,752,,,
1693,4,20150914_133213,9.pn,763,,,
1693,5,20150914_133213,9.pn,786,,,
1693,6,20150914_133213,9.pn,828,,,
1693,7,20150914_133213,9.pn,884,,,
1693,8,20150914_133213,9.pn,894,,,
1693,9,20150914_133213,9.pn,808,,,
1693,10,20150914_133213,9.pn,934,,,
1693,11,20150914_133213,9.pn,972,,,
1693,12,20150914_133213,9.pn,132,,,
1694,1,20160802_161939,132.pn,276,,,
1695,1,20160802_155938,2.pn,397,,,
1695,2,20160802_155938,2.pn,342,,,
1695,3,20160802_155938,2.pn,326,,,
1695,4,20160802_155938,2.pn,313,,,
1695,5,20160802_155938,2.pn,494,,,
1695,6,20160802_155938,2.pn,566,,,
1696,1,20160802_161439,49.pn,535,,,
1696,2,20160802_161439,49.pn,655,,,
1696,3,20160802_161439,49.pn,572,,,
1696,4,20160802_161439,49.pn,555,,,
1696,5,20160802_161439,49.pn,34,,,
1696,6,20160802_161439,49.pn,52,,,
1697,1,20150902_233434,57.pn,479,4,,
1697,2,20150902_233434,57.pn,863,4,,
1697,3,20150902_233434,57.pn,963,,,
1697,4,20150902_233434,57.pn,922,,,
1697,5,20150902_233434,57.pn,431,,,
1697,6,20150902_233434,57.pn,419,,,
1697,7,20150902_233434,57.pn,646,,,
1697,8,20150902_233434,57.pn,739,,,
1697,9,20150902_233434,57.pn,787,,,
1698,1,20150902_235435,29.pn,519,,,
1698,2,20150902_235435,29.pn,285,,,
1698,3,20150902_235435,29.pn,338,,,
1698,4,20150902_235435,29.pn,464,,,
1698,5,20150902_235435,29.pn,431,,,
1698,6,20150902_235435,29.pn,781,3,,
1699,1,20160802_164940,31.pn,608,,,
1699,2,20160802_164940,31.pn,889,,,
1699,3,20160802_164940,31.pn,941,,,
1699,4,20160802_164940,31.pn,964,,,
1700,1,20150927_135133,115.pn,214,,,
1700,2,20150927_135133,115.pn,187,,,
1700,3,20150927_135133,115.pn,170,,,
1700,4,20150927_135133,115.pn,162,,,
1700,5,20150927_135133,115.pn,902,,,
1700,6,20150927_135133,115.pn,869,,,
1700,7,20150927_135133,115.pn,882,,,
1700,8,20150927_135133,115.pn,848,,,
1701,1,20150915_184833,104.pn,193,1,,
1701,2,20150915_184833,104.pn,526,,,
1701,3,20150915_184833,104.pn,410,,,
1701,4,20150915_184833,104.pn,394,,,
1701,5,20150915_184833,104.pn,319,,,
1701,6,20150915_184833,104.pn,101,,,
1701,7,20150915_184833,104.pn,663,,,
1701,8,20150915_184833,104.pn,641,,,
1701,9,20150915_184833,104.pn,247,,,
1702,1,20160802_163940,51.pn,91,,,
1702,2,20160802_163940,51.pn,127,,,
1702,3,20160802_163940,51.pn,101,,,
1703,1,20150927_135133,115.pn,213,,,
1703,2,20150927_135133,115.pn,186,,,
1703,3,20150927_135133,115.pn,170,,,
1703,4,20150927_135133,115.pn,843,,,
1703,5,20150927_135133,115.pn,902,,,
1703,6,20150927_135133,115.pn,870,,,
1703,7,20150927_135133,115.pn,880,,,
1704,1,20160815_211347,84.pn,870,,,
1704,2,20160815_211347,84.pn,482,,,
1704,3,20160815_211347,84.pn,503,1,,
1704,4,20160815_211347,84.pn,673,1,,
1705,1,20180615_201006,97.pn,535,2,,
1705,2,20180615_201006,97.pn,237,3,,
1705,3,20180615_201006,97.pn,320,,,
1706,1,20160815_204346,138.pn,475,,,
1706,2,20160815_204346,138.pn,665,3,,
1706,3,20160815_204346,138.pn,690,4,,
1706,4,20160815_204346,138.pn,714,3,,
1706,5,20160815_204346,138.pn,706,,,
1706,6,20160815_204346,138.pn,679,,,
1707,1,20180615_201506,97.pn,327,1,,
1707,2,20180615_201506,97.pn,579,3,,
1708,1,20150914_132212,72.pn,100,,,
1708,2,20150914_132212,72.pn,109,,,
1708,3,20150914_132212,72.pn,318,,,
1708,4,20150914_132212,72.pn,349,,,
1708,5,20150914_132212,72.pn,417,,,
1708,6,20150914_132212,72.pn,477,,,
1708,7,20150914_132212,72.pn,505,,,
1708,8,20150914_132212,72.pn,533,,,
1708,9,20150914_132212,72.pn,569,,,
1708,10,20150914_132212,72.pn,615,,,
1708,11,20150914_132212,72.pn,707,,,
1708,12,20150914_132212,72.pn,640,,,
1708,13,20150914_132212,72.pn,779,,,
1708,14,20150914_132212,72.pn,811,,,
1708,15,20150914_132212,72.pn,862,,,
1708,16,20150914_132212,72.pn,891,,,
1708,17,20150914_132212,72.pn,974,,,
1708,18,20150914_132212,72.pn,983,,,
1708,19,20150914_132212,72.pn,239,,,
1708,20,20150914_132212,72.pn,287,,,
1709,1,20170715_124919,71.pn,667,,,
1710,1,20150927_135634,63.pn,486,,,
1710,2,20150927_135634,63.pn,990,1,,
1710,3,20150927_135634,63.pn,969,1,,
1710,4,20150927_135634,63.pn,930,,,
1710,5,20150927_135634,63.pn,915,,,
1710,6,20150927_135634,63.pn,951,,,
1711,1,20160830_194501,74.pn,172,,,
1711,2,20160830_194501,74.pn,416,,,
1711,3,20160830_194501,74.pn,586,,,
1711,4,20160830_194501,74.pn,884,,,
1711,5,20160830_194501,74.pn,874,,,
1711,6,20160830_194501,74.pn,866,,,
1711,7,20160830_194501,74.pn,857,,,
1711,8,20160830_194501,74.pn,850,5,,
1711,9,20160830_194501,74.pn,842,,,
1712,1,20180629_163855,33.pn,75,2,,
1712,2,20180629_163855,33.pn,159,,,
1712,3,20180629_163855,33.pn,649,,,
1712,4,20180629_163855,33.pn,721,,,
1713,1,20150902_230432,141.pn,579,,,
1713,2,20150902_230432,141.pn,647,,,
1713,3,20150902_230432,141.pn,703,3,,
1713,4,20150902_230432,141.pn,824,3,,
1713,5,20150902_230432,141.pn,963,4,,
1713,6,20150902_230432,141.pn,890,,,
1713,7,20150902_230432,141.pn,757,,,
1714,1,20170730_172907,36.pn,505,,,
1714,2,20170730_172907,36.pn,528,,,
1714,3,20170730_172907,36.pn,822,,,
1714,4,20170730_172907,36.pn,845,,,
1714,5,20170730_172907,36.pn,869,,,
1715,1,20160815_211847,47.pn,405,1,,
1715,2,20160815_211847,47.pn,794,,,
1715,3,20160815_211847,47.pn,496,1,,
1715,4,20160815_211847,47.pn,238,,,
1716,1,20150902_233934,125.pn,953,,,
1716,2,20150902_233934,125.pn,983,,,
1716,3,20150902_233934,125.pn,992,,,
1716,4,20150902_233934,125.pn,653,,,
1716,5,20150902_233934,125.pn,589,,,
1716,6,20150902_233934,125.pn,599,,,
1716,7,20150902_233934,125.pn,466,,,
1716,8,20150902_233934,125.pn,457,,,
1716,9,20150902_233934,125.pn,204,,,
1716,10,20150902_233934,125.pn,168,,,
1716,11,20150902_233934,125.pn,151,,,
1716,12,20150902_233934,125.pn,98,1,,
1716,13,20150902_233934,125.pn,271,1,,
1716,14,20150902_233934,125.pn,422,4,,
1717,1,20180615_201006,88.pn,827,,,
1717,2,20180615_201006,88.pn,282,,,
1717,3,20180615_201006,88.pn,544,3,,
1717,4,20180615_201006,88.pn,584,3,,
1717,5,20180615_201006,88.pn,617,2,,
1718,1,20180602_203728,31.pn,3,,,
1718,2,20180602_203728,31.pn,75,,,
1718,3,20180602_203728,31.pn,279,,,
1718,4,20180602_203728,31.pn,361,,,
1718,5,20180602_203728,31.pn,342,3,,
1718,6,20180602_203728,31.pn,372,,,
1718,7,20180602_203728,31.pn,425,,,
1718,8,20180602_203728,31.pn,647,2,,
1718,9,20180602_203728,31.pn,968,,,
1718,10,20180602_203728,31.pn,956,,,
1718,11,20180602_203728,31.pn,440,,,
1718,12,20180602_203728,31.pn,197,,,
1718,13,20180602_203728,31.pn,664,,,
1718,14,20180602_203728,31.pn,536,,,
1718,15,20180602_203728,31.pn,883,,,
1719,1,20150915_185333,118.pn,430,,,
1719,2,20150915_185333,118.pn,507,,,
1719,3,20150915_185333,118.pn,961,,,
1719,4,20150915_185333,118.pn,244,,,
1719,5,20150915_185333,118.pn,68,,,
1720,1,20150902_235435,79.pn,470,,,
1720,2,20150902_235435,79.pn,750,,,
1720,3,20150902_235435,79.pn,968,7,,
1720,4,20150902_235435,79.pn,122,,,
1720,5,20150902_235435,79.pn,151,3,,
1720,6,20150902_235435,79.pn,899,,,
1721,1,20160830_200002,103.pn,208,,,
1721,2,20160830_200002,103.pn,669,,,
1721,3,20160830_200002,103.pn,774,,,
1721,4,20160830_200002,103.pn,787,,,
1721,5,20160830_200002,103.pn,844,,,
1721,6,20160830_200002,103.pn,868,,,
1721,7,20160830_200002,103.pn,935,3,,
1721,8,20160830_200002,103.pn,947,3,,
1721,9,20160830_200002,103.pn,993,3,,
1722,1,20160830_200002,61.pn,227,,,
1722,2,20160830_200002,61.pn,404,,,
1722,3,20160830_200002,61.pn,657,,,
1722,4,20160830_200002,61.pn,967,,,
1722,5,20160830_200002,61.pn,952,3,,
1722,6,20160830_200002,61.pn,991,4,,
1724,1,20160815_203345,133.pn,301,2,,
1724,2,20160815_203345,133.pn,589,,,
1724,3,20160815_203345,133.pn,621,,,
1724,4,20160815_203345,133.pn,978,,,
1724,5,20160815_203345,133.pn,934,,,
1724,6,20160815_203345,133.pn,822,,,
1724,7,20160815_203345,133.pn,794,,,
1724,8,20160815_203345,133.pn,851,,,
1724,9,20160815_203345,133.pn,881,,,
1725,1,20150914_131212,2.pn,888,,,
1725,2,20150914_131212,2.pn,838,,,
1725,3,20150914_131212,2.pn,607,,,
1725,4,20150914_131212,2.pn,740,,,
1725,5,20150914_131212,2.pn,674,,,
1725,6,20150914_131212,2.pn,662,,,
1725,7,20150914_131212,2.pn,453,,,
1725,8,20150914_131212,2.pn,380,,,
1725,9,20150914_131212,2.pn,83,,,
1725,10,20150914_131212,2.pn,43,,,
1725,11,20150914_131212,2.pn,405,,,
1725,12,20150914_131212,2.pn,488,,,
1725,13,20150914_131212,2.pn,514,,,
1725,14,20150914_131212,2.pn,632,,,
1726,1,20180615_203006,60.pn,415,,,
1726,2,20180615_203006,60.pn,537,,,
1726,3,20180615_203006,60.pn,496,,,
1726,4,20180615_203006,60.pn,473,,,
1726,5,20180615_203006,60.pn,453,,,
1726,6,20180615_203006,60.pn,287,,,
1726,7,20180615_203006,60.pn,528,,,
1726,8,20180615_203006,60.pn,633,3,,
1726,9,20180615_203006,60.pn,672,3,,
1726,10,20180615_203006,60.pn,799,3,,
1726,11,20180615_203006,60.pn,978,3,,
1726,12,20180615_203006,60.pn,939,3,,
1726,13,20180615_203006,60.pn,899,3,,
1726,14,20180615_203006,60.pn,857,3,,
1726,15,20180615_203006,60.pn,839,3,,
1726,16,20180615_203006,60.pn,725,3,,
1726,17,20180615_203006,60.pn,701,3,,
1726,18,20180615_203006,60.pn,182,,,
1727,1,20150915_192835,76.pn,451,,,
1727,2,20150915_192835,76.pn,811,,,
1727,3,20150915_192835,76.pn,896,,,
1727,4,20150915_192835,76.pn,989,,,
1727,5,20150915_192835,76.pn,953,,,
1727,6,20150915_192835,76.pn,265,,,
1728,1,20170714_160825,6.pn,610,,,
1729,1,20160802_161939,128.pn,566,,,
1729,2,20160802_161939,128.pn,265,,,
1729,3,20160802_161939,128.pn,252,,,
1729,4,20160802_161939,128.pn,193,,,
1729,5,20160802_161939,128.pn,117,,,
1729,6,20160802_161939,128.pn,835,,,
1730,1,20150927_133132,21.pn,405,,,
1730,2,20150927_133132,21.pn,825,,,
1730,3,20150927_133132,21.pn,851,,,
1730,4,20150927_133132,21.pn,452,,,
1730,5,20150927_133132,21.pn,264,,,
1731,1,20180614_114846,30.pn,143,,,
1731,2,20180614_114846,30.pn,404,,,
1731,3,20180614_114846,30.pn,955,,,
1732,1,20150902_235435,24.pn,986,5,,
1732,2,20150902_235435,24.pn,641,1,,
1732,3,20150902_235435,24.pn,594,1,,
1732,4,20150902_235435,24.pn,575,1,,
1732,5,20150902_235435,24.pn,469,,,
1732,6,20150902_235435,24.pn,479,,,
1732,7,20150902_235435,24.pn,375,,,
1732,8,20150902_235435,24.pn,548,,,
1732,9,20150902_235435,24.pn,510,,,
1732,10,20150902_235435,24.pn,487,,,
1732,11,20150902_235435,24.pn,562,,,
1732,12,20150902_235435,24.pn,68,,,
1732,13,20150902_235435,24.pn,115,,,
1732,14,20150902_235435,24.pn,226,,,
1733,1,20170730_173407,28.pn,232,,,
1733,2,20170730_173407,28.pn,278,,,
1733,3,20170730_173407,28.pn,348,,,
1733,4,20170730_173407,28.pn,357,,,
1733,5,20170730_173407,28.pn,367,,,
1733,6,20170730_173407,28.pn,397,,,
1733,7,20170730_173407,28.pn,504,,,
1733,8,20170730_173407,28.pn,523,,,
1733,9,20170730_173407,28.pn,563,,,
1733,10,20170730_173407,28.pn,581,,,
1733,11,20170730_173407,28.pn,699,,,
1733,12,20170730_173407,28.pn,623,,,
1733,13,20170730_173407,28.pn,912,,,
1733,14,20170730_173407,28.pn,963,,,
1733,15,20170730_173407,28.pn,921,,,
1733,16,20170730_173407,28.pn,815,,,
1733,17,20170730_173407,28.pn,930,,,
1734,1,20160830_195502,58.pn,439,3,,
1734,2,20160830_195502,58.pn,505,3,,
1734,3,20160830_195502,58.pn,760,3,,
1734,4,20160830_195502,58.pn,874,1,,
1734,5,20160830_195502,58.pn,475,1,,
1734,6,20160830_195502,58.pn,660,,,
1734,7,20160830_195502,58.pn,632,,,
1734,8,20160830_195502,58.pn,528,,,
1734,9,20160830_195502,58.pn,959,,,
1734,10,20160830_195502,58.pn,970,,,
1734,11,20160830_195502,58.pn,793,,,
1734,12,20160830_195502,58.pn,846,1,,
1734,13,20160830_195502,58.pn,750,,,
1734,14,20160830_195502,58.pn,101,,,
1734,15,20160830_195502,58.pn,123,,,
1734,16,20160830_195502,58.pn,49,,,
1734,17,20160830_195502,58.pn,740,,,
1734,18,20160830_195502,58.pn,889,,,
1734,19,20160830_195502,58.pn,145,,,
1734,20,20160830_195502,58.pn,111,,,
1735,1,20180629_155854,11.pn,725,,,
1735,2,20180629_155854,11.pn,877,,,
1735,3,20180629_155854,11.pn,911,,,
1735,4,20180629_155854,11.pn,946,,,
1735,5,20180629_155854,11.pn,497,,,
1735,6,20180629_155854,11.pn,141,,,
1736,1,20150915_185333,27.pn,799,,,
1736,2,20150915_185333,27.pn,928,,,
1736,3,20150915_185333,27.pn,595,,,
1736,4,20150915_185333,27.pn,198,,,
1736,5,20150915_185333,27.pn,333,,,
1736,6,20150915_185333,27.pn,223,,,
1736,7,20150915_185333,27.pn,271,,,
1736,8,20150915_185333,27.pn,41,,,
1736,9,20150915_185333,27.pn,635,,,
1736,10,20150915_185333,27.pn,623,,,
1737,1,20170714_160825,6.pn,608,,,
1738,1,20180629_155353,10.pn,67,,,
1738,2,20180629_155353,10.pn,570,,,
1738,3,20180629_155353,10.pn,784,,,
1738,4,20180629_155353,10.pn,880,,,
1738,5,20180629_155353,10.pn,796,,,
1738,6,20180629_155353,10.pn,814,,,
1738,7,20180629_155353,10.pn,824,,,
1738,8,20180629_155353,10.pn,512,,,
1738,9,20180629_155353,10.pn,299,,,
1738,10,20180629_155353,10.pn,967,,,
1738,11,20180629_155353,10.pn,908,,,
1739,1,20150902_233934,125.pn,97,,,
1739,2,20150902_233934,125.pn,202,,,
1739,3,20150902_233934,125.pn,269,,,
1739,4,20150902_233934,125.pn,423,5,,
1739,5,20150902_233934,125.pn,464,,,
1739,6,20150902_233934,125.pn,152,,,
1739,7,20150902_233934,125.pn,953,,,
1739,8,20150902_233934,125.pn,991,,,
1740,1,20180614_121347,116.pn,637,,,
1740,2,20180614_121347,116.pn,621,,,
1740,3,20180614_121347,116.pn,92,,,
1740,4,20180614_121347,116.pn,33,,,
1741,1,20170730_163905,36.pn,87,,,
1741,2,20170730_163905,36.pn,209,,,
1741,3,20170730_163905,36.pn,325,,,
1741,4,20170730_163905,36.pn,732,,,
1741,5,20170730_163905,36.pn,640,,,
1741,6,20170730_163905,36.pn,301,,,
1741,7,20170730_163905,36.pn,35,,,
1741,8,20170730_163905,36.pn,188,,,
1741,9,20170730_163905,36.pn,121,,,
1741,10,20170730_163905,36.pn,105,,,
1742,1,20180602_211730,110.pn,734,3,,
1742,2,20180602_211730,110.pn,542,,,
1742,3,20180602_211730,110.pn,281,,,
1742,4,20180602_211730,110.pn,135,,,
1742,5,20180602_211730,110.pn,163,,,
1742,6,20180602_211730,110.pn,195,,,
1742,7,20180602_211730,110.pn,23,,,
1742,8,20180602_211730,110.pn,52,3,,
1742,9,20180602_211730,110.pn,216,,,
1743,1,20180614_121347,116.pn,622,,,
1743,2,20180614_121347,116.pn,637,,,
1743,3,20180614_121347,116.pn,91,,,
1744,1,20160830_200002,103.pn,206,,,
1744,2,20160830_200002,103.pn,788,,,
1744,3,20160830_200002,103.pn,774,,,
1744,4,20160830_200002,103.pn,844,,,
1744,5,20160830_200002,103.pn,866,,,
1744,6,20160830_200002,103.pn,879,,,
1744,7,20160830_200002,103.pn,670,,,
1744,8,20160830_200002,103.pn,350,,,
1744,9,20160830_200002,103.pn,833,,,
1744,10,20160830_200002,103.pn,937,3,,
1744,11,20160830_200002,103.pn,948,3,,
1744,12,20160830_200002,103.pn,965,3,,
1744,13,20160830_200002,103.pn,993,3,,
1745,1,20170702_165122,58.pn,826,,,
1746,1,20180629_163855,33.pn,75,2,,
1746,2,20180629_163855,33.pn,161,1,,
1746,3,20180629_163855,33.pn,651,,,
1746,4,20180629_163855,33.pn,723,,,
1747,1,20170730_171406,138.pn,939,,,
1747,2,20170730_171406,138.pn,921,,,
1747,3,20170730_171406,138.pn,887,,,
1747,4,20170730_171406,138.pn,859,,,
1747,5,20170730_171406,138.pn,712,,,
1747,6,20170730_171406,138.pn,701,,,
1747,7,20170730_171406,138.pn,502,,,
1747,8,20170730_171406,138.pn,477,,,
1747,9,20170730_171406,138.pn,293,,,
1747,10,20170730_171406,138.pn,423,,,
1747,11,20170730_171406,138.pn,350,,,
1748,1,20180602_205729,23.pn,850,2,,
1748,2,20180602_205729,23.pn,530,2,,
1748,3,20180602_205729,23.pn,655,2,,
1749,1,20180629_163855,6.pn,955,,,
1749,2,20180629_163855,6.pn,968,,,
1749,3,20180629_163855,6.pn,978,,,
1750,1,20180602_204228,126.pn,653,,,
1750,2,20180602_204228,126.pn,874,,,
1750,3,20180602_204228,126.pn,26,3,,
1750,4,20180602_204228,126.pn,55,,,
1750,5,20180602_204228,126.pn,781,,,
1751,1,20180615_201506,97.pn,331,1,,
1751,2,20180615_201506,97.pn,580,3,,
1751,3,20180615_201506,97.pn,891,3,,
1752,1,20150927_142635,5.pn,11,,,
1752,2,20150927_142635,5.pn,42,,,
1752,3,20150927_142635,5.pn,142,,,
1752,4,20150927_142635,5.pn,81,,,
1752,5,20150927_142635,5.pn,179,,,
1752,6,20150927_142635,5.pn,303,,,
1752,7,20150927_142635,5.pn,518,,,
1752,8,20150927_142635,5.pn,543,,,
